global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
911.204803808859	n/a	n/a	830294.1944843412	1075.507749162482	n/a	1156716.9185085483	n/a	847.6515215364332	n/a	718513.1019630302	n/a	852.095653890495	773.3323900954667	n/a	n/a	n/a	n/a	-0.0755118701	0.0158431787	-0.0485221599	-0.0054368301	0.0267232653	0.1650920829	-0.0147669018	0.1071737497	-0.0263648757	0.0205712711	-0.003094479	0.0245149153	-0.0815909672	0.0135588161	-0.0188698709	0.0847452444	0.0952199765	-0.0239039288	0.217421526	0.0186934145	-0.0756215563	0.0410537973	-0.0389786613	0.082374122	-0.0484377404	0.0689104859	-0.0267265183	0.0767563737	-0.06448181	0.0372929249	-0.193663929	0.0043611374	-0.0986559518	-0.0178055617	0.05804155	-0.0367862457	-0.0512091691	0.1272853599	-0.0821132558	0.0170502391	0.036369435	0.0890263418	-0.0678079612	-0.0665860191	0.0275327716	0.027034724	0.0382206688	-0.0042634913	-0.0259512547	-0.200061836	0.0145775843	0.016306921	-0.0352507748	0.0762409839	0.1417640286	-0.0497195483	0.0787628917	-0.1413785346	0.0469111767	-0.0292853389	-0.0170453109	0.1208209153	-0.0876531685	0.011771164	-0.0419581785	0.0672228257	-0.0215461812	0.0419263828	-0.1043736841	0.10175082	-0.0989854285	0.1183107008	-0.0320774227	0.0788621959	0.006105057	0.0336126448	0.0019710934	-0.2104983098	0.0437693714	0.0300220774	-0.0472172015	-0.0142743059	0.0728138677	0.1315073091	0.0428536307	-0.1253333941	0.0792352417	0.0744924082	-0.0504828742	0.0451377548	-0.1620519301	0.0385735355	0.0868850598	-0.1424009925	0.196432616	-0.0847710337	0.0490323476	-0.1615876388	0.0134103867	-0.0006227921	-0.0776055903	0.0044042712	-0.0673746912	0.0996294436	-0.0775378234	0.0998712548	-0.0461208531	0.0183263314	-0.0577551906	0.1598122185	-0.0659071757	0.0043195004	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0469658326197759	n/a	n/a	0.0022057894336688	-0.0121056604525477	n/a	n/a	0.0001465470149923	-0.0156231792942804	n/a	0.0002440837312612	n/a	-0.0019852272793991	n/a	3.941127350870353e-06	n/a	0.0015443581880629	n/a	n/a	2.385042213036923e-06	-0.0003569682489211	n/a	1.274263307377964e-07	n/a	0.0	0.0	0.0
907.5177241086744	-3.68707970018454	13.59455671551292	823588.4195713882	1060.7432441485705	-14.764505013911505	1125176.2300068338	217.99060830581791	847.4934800622499	-0.1580414741832783	718245.1987480231	0.0249771075620238	851.0242798789362	752.6759638497996	1.209352	21.743975	0.1175626373211853	0.0566981383070365	-0.0196349862	-0.002145509	0.003846374	0.1721009901	0.0214277636	0.0380708091	0.0219777961	-0.0344927134	-0.0039123462	-0.0291511928	0.0081800537	0.1612829892	0.1429965869	-0.0004899518	0.00448495	0.0151316714	0.0216278534	-0.1034373667	-0.0973851844	-0.02197208	0.0472530162	-0.0894865394	0.0241290363	0.2242828805	0.2159823888	0.2004220312	-0.0578972911	-0.0238939564	-0.044894734	0.1094058539	-0.1081625695	0.1209819982	-0.0981996303	-0.0310494887	-0.0223823023	-0.0225047489	-0.0338311928	0.1588061405	0.1025629644	0.0143381539	-0.0432102448	0.173147178	0.0402642	0.068177349	0.1403236882	0.0143715525	-0.0960392619	-0.0341010413	0.1270345724	0.025046244	-0.0457729456	0.0026176666	-0.0166217119	0.0112365684	0.0519233138	0.0983178395	-0.1411890009	0.087863838	-0.0476406025	-0.1261154871	0.1183046851	0.1414778163	-0.1267533525	-0.0839035113	-0.1633161256	-0.0141482357	0.2048184069	-0.055793446	0.0005600809	-0.03193452	-0.0345888625	0.1234607955	0.0685606137	0.0904407028	0.0835472221	0.0660285066	0.0390768666	-0.0564099881	0.1430273543	0.0445979218	0.0936176091	-0.0181958667	0.0226834319	0.130775776	-0.1206799108	-0.1521458107	-0.1066830009	-0.0755272736	-0.0364593428	0.1574928913	-0.108552526	0.0295475573	-0.2488176589	0.1459665111	-0.0881750326	0.0262000538	0.2766461868	-0.2672290811	0.1369351801	-0.0967891053	-0.0586585467	0.2071065863	0.3425650119	-0.00023185	0.0484867355	0.0674333873	-0.0716410778	-0.0090122282	0.0148616607	0.0243376382	0.0580159953	-0.0436658102	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.019943961025973	0.0270218715938029	0.0007301815444319	0.0003977615814055	0.0244181942705381	0.0365238547230858	0.001333991963833	0.0005962482114337	-0.0156971254454703	-7.394615118989922e-05	0.0002463997472508	5.468033275799434e-09	-0.0016130044582528	0.0003722228211463	2.6017833823434086e-06	1.385498285821106e-07	0.0018910017527355	0.0003466435646726	1.201617609289271e-07	3.5758876288487333e-06	3.024662322133895e-06	0.0003599929112432	9.148582162936406e-12	1.295948961453789e-07	0.0	0.0	0.0
908.1691010631693	0.6513769544948218	0.4242919368469491	824771.1161258849	1059.4589801314314	-1.284264017139094	1122453.3305811328	1.6493340657182431	848.0338587267645	0.5403786645146056	719161.425547006	0.2920091010625886	851.6670872765222	758.6613106971563	1.185865	21.321678	0.2134113945464807	0.0982651784049668	-0.0056826338	-0.0462395258	-0.1468335444	0.1167175837	-0.2194147807	-0.0274111658	0.0297638521	0.1535844457	0.1247565955	-0.0558659595	0.12653257	0.0505085098	-0.0584916625	0.0396445873	-0.0442419992	0.041922334	0.1524917858	-0.0250179936	-0.0885961467	0.1544027293	0.0741170086	-0.2034300538	-0.0005622377	-0.0779230034	-0.0001819667	-0.109529554	-0.0366533617	0.0684042766	0.2020702483	-0.0864691608	-0.0654199994	0.0005637366	0.0877406658	0.1566562447	-0.0298848325	0.0519649939	-0.1507450709	0.0647682198	0.0740410703	-0.1276538634	-0.0722466022	0.0302723022	0.1509527856	-0.0577593824	0.0911868137	0.0172195761	0.1128646588	-0.0867683339	-0.1116169085	0.0591918754	-0.0538183905	0.0404401573	-0.0368253584	0.0450030494	0.1235898062	-0.0541238435	0.1131035516	0.2053838001	-0.1743092113	-0.0773230146	0.0094253235	-0.0646457656	0.1655000764	0.0257068617	-0.0018380589	-0.0936739045	-0.077840677	0.0815096956	0.1265050505	0.0594671904	-0.0426535711	0.0157328624	-0.027048515	-0.0923877888	-0.0469759316	0.1082318011	0.070637278	-0.1192770184	0.0244432805	0.0369528176	0.2664566767	0.0152939765	-0.1231087675	0.0447211252	0.1106247679	0.0267691807	-0.05942992	-0.1449272349	-0.0597805186	0.0929429205	-0.0016986795	-0.1163974036	-0.3551592987	0.0070200057	-0.0818255587	0.1997479871	-0.0896298142	-0.0878062846	0.0213587929	-0.0591142234	-0.0273635194	0.1838572789	-0.0007002733	-0.1426820242	-0.0310416669	0.0692269128	-0.1804169006	-0.0983468281	-0.0144355279	0.0056027254	-0.0797512206	0.0109016616	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.037931503192965	-0.017987542166992	0.0003235516732093	0.0014387989344779	0.0043498787453017	-0.0200683155252364	0.0004027372880204	1.8921445098827496e-05	-0.0628683769322009	-0.0471712514867306	0.0039524328180892	0.0022251269668243	-0.0008529411305494	0.0007600633277034	7.275085721828887e-07	5.77696262119566e-07	0.0011034343210556	-0.0007875674316799	6.20262459442874e-07	1.2175673008834329e-06	-0.001013030285645	-0.0010160549479671	1.0262303596339903e-06	1.0323676572884951e-06	0.0	0.0	0.0
907.8752641294884	-0.2938369336808364	0.0863401435949562	824237.4952181884	1061.1885929446248	1.7296128131933983	1126121.2297957926	2.9915604835627816	848.3452376728742	0.3113789461096985	719689.6422822454	0.0969568480803865	851.957690230405	756.3209323483844	1.203124	21.631994	0.1733569401648155	0.0914764255460812	-0.0285135042	0.0017250654	-0.0984564409	-0.0425212531	0.0280165365	0.0282094835	0.014668854	0.0950385335	-0.1179585828	-0.0107331087	-0.0798292168	-0.056157342	-0.0225743018	0.0359333137	-0.0367720687	-0.0351727194	0.0949440843	-0.1068166585	0.1776894978	0.0710565623	-0.1663227869	0.1551139051	0.0475196743	-0.0253238142	-0.0863058804	-0.1195563313	0.1234913188	0.0687061269	-0.067584442	-0.0168664631	0.0334902949	0.0577060479	-0.0021368073	0.0129570654	0.0044167669	-0.0826747901	-0.1055768974	0.0866272711	-0.0403132001	0.0665029428	0.0232366656	-0.1220533103	-0.0026514431	-0.2073979324	0.0052757519	-0.0600293476	0.0450658508	0.0086038207	-0.1083369128	-0.0555649159	-0.052548564	0.0392918873	-0.0164402158	-0.0369976365	0.1951409511	-0.0514649627	0.1346065453	-0.115107481	0.1547257764	0.0707373765	-0.0384527484	0.0008667972	-0.0616990454	0.0973216405	0.1429837034	-0.05452932	-0.1067993141	-0.0641910634	0.0062584717	-0.0849782691	0.0058241533	0.040277099	-0.0559996457	0.1000516543	0.029427559	0.0121134794	-0.0750289559	-0.0301902613	-0.067699159	-0.0240605427	-0.0109448712	-0.0833734744	-0.1096511323	0.045935657	0.1581193632	0.0236141701	0.0755123826	0.1150234421	-0.0265782144	0.0285883812	-0.0626181562	0.1014614414	0.0655503125	-0.0563748972	0.0595713969	-0.095934175	0.0125803252	-0.0824927831	-0.0599286581	0.0244986437	-0.0292626052	-0.0548595353	-0.1997390021	-0.0707774165	0.0105190122	0.1979149012	-0.1025537457	0.0361152263	-0.0270746029	0.1872701443	0.1322447685	-0.0753928909	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0023975694140006	0.0355339337789644	0.0012626604498078	5.74833909495118e-06	0.023397178495415	0.0190472997501132	0.0003627996277706	0.0005474279615463	0.0016178044988919	0.0644861814310928	2.617291396634872e-06	0.0041584675955638	-0.0011348776500521	-0.0002819365195027	1.2879472805877769e-06	7.948820102929637e-08	0.0011161239863866	1.2689665330999902e-05	1.6102760621278083e-10	1.245732752987515e-06	-0.0002218659663858	0.0007911643192592	4.9224507040304935e-08	6.259409800688735e-07	0.0	0.0	0.0
906.3836620876268	-1.4916020418615972	2.224876651285686	821531.3428993772	1058.3514636338816	-2.837129310743194	1120107.8205759795	8.04930272587815	846.8981090011436	-1.4471286717306384	717236.4070297128	2.094181392544882	850.3948743871476	750.1223047744396	1.080265	19.423008	0.093894600702255	0.0516356155138928	0.0120700155	-0.0172798439	0.059708692	0.0421844614	0.0337284803	-0.0334760447	0.030537476	-0.0311073579	0.0020925966	-0.0542952836	0.0910533147	-0.0257041038	0.1510677446	0.0114691076	0.0449821764	0.039584973	-0.0140291962	0.0158270374	0.0868743942	-0.1918678126	-0.0758639884	-0.022011916	-0.0695056373	-0.0614435744	-0.0427956539	0.0695675345	0.067968787	-0.0804956666	0.0184464586	-0.1800619161	-0.116506825	0.0319339461	-0.0229121049	-0.0272661204	-0.0481702767	-0.0984377014	0.1437618804	0.052593946	0.0350678223	0.0487101961	-0.094777917	-0.10994911	0.0135396062	0.0564000926	-0.0547637925	-0.0031112664	-0.1696186087	0.1533299071	-0.0974210603	-0.036174648	-0.0082493227	0.0058224965	0.0373195855	0.0406558696	-0.0707847686	-0.0571689762	-0.0450412812	-0.1396410585	0.1384842898	-0.1015496012	-0.1256914645	-0.0849730809	-0.019050107	-0.0067309066	0.0871225127	-0.0366128673	0.0913140776	-0.0582826541	0.0678180723	0.0454391223	-0.0500126624	0.0466062251	0.1073850128	-0.1416736461	0.1012297375	-0.0183922244	-0.1207849995	-0.0469455491	0.0476064407	-0.1182750504	-0.0221634205	0.021994904	0.099255961	-0.039893309	-0.0851843463	-0.0923088175	0.0399458947	0.1402379295	-0.0101523989	0.0401675152	-0.02099092	0.0975289396	0.0753739407	0.0987665526	-0.0504089379	0.0737444125	-0.0025062553	-0.001320333	0.0310297559	-0.137130294	0.0067377406	-0.1015451153	-0.0472830725	-0.0431615395	-0.0517706756	0.0225416309	0.0508324029	0.1364695275	-0.1415768221	0.0362347905	0.0233089987	0.0037819745	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0071263502430838	-0.0047287808290832	2.2361368129504797e-05	5.078486778710053e-05	0.047782063343277	0.024384884847862	0.0005946226090434	0.0022831255773409	0.0438637429999317	0.0422459385010398	0.001924027949964	0.0017847193198336	-0.0011202042732892	1.4673376762900162e-05	1.2548576138953845e-06	2.1530798562601843e-10	0.0013192551184888	0.0002031311321022	4.1262256829121474e-08	1.7404340676588975e-06	-0.0004547613880061	-0.0002328954216203	2.0680792002123465e-07	5.42402774116973e-08	0.0	0.0	0.0
908.258813178584	1.8751510909571607	3.51619161391783	824934.07171657	1058.3258586183808	-0.0256050155007869	1120053.623020333	0.0006556168187955	846.3420215153006	-0.5560874858429088	716294.8173826056	0.3092332919110873	849.8243222206106	746.6072016449862	1.074525	19.319815	0.0400124414578031	0.0220515290074651	0.004879186	-0.0013486984	-0.0622855979	-0.0862040086	-0.1083944515	-0.0066057472	-0.0490071373	0.1483811782	0.079953896	0.04776604	-0.0268683955	-0.1431671267	0.045268993	-0.055586499	0.0044385578	0.1721330051	0.0506322299	-0.0513120528	0.0285587456	-0.1386052059	-0.0453249785	-0.0819458651	0.1220342188	-0.1286010744	-0.0739656827	-0.1341908958	-0.0522027598	-0.0555793266	-0.0384296924	-0.111607606	0.0299793787	-0.0412987041	-0.0583395051	-0.1110702548	0.0131370152	0.0227645544	0.0564872996	-0.1472477781	-0.1653408507	0.0270467581	-0.0683872777	-0.0128098061	-0.1390959154	-0.0515527197	-0.1092066617	0.0078839026	-0.122373934	0.0978640384	-0.0365388229	-0.0077806425	0.0365072669	-0.0477014749	-0.0129107971	0.1763405509	0.0621872042	-0.054652276	-0.009613349	-0.0442354056	0.0269502012	-0.0849505664	-0.0825264561	-0.2923426572	0.0715977195	0.1426470151	0.0189003702	-0.0405182343	0.044309379	-0.0118512608	-0.0723803039	-0.0578493491	0.018985847	-0.0280350554	-0.0361129988	0.0561106677	0.0311260059	-0.1167054527	-0.0699162869	0.1364976433	-0.1212092044	0.0490806748	-0.0774547746	-0.0035440857	0.1002844226	-0.05512459	-0.0346844278	-0.0210940114	0.1161694625	0.0762613265	-0.0023104146	-0.0180135458	0.0199686768	0.0082478358	0.0354357835	0.0540136911	-0.0558581274	0.0526821784	-0.1404875181	0.1236579443	-0.1286189421	0.0843612841	0.1149998764	-0.0195458139	-0.0884934387	-0.0475638158	-0.0827765115	0.009381635	0.0014328451	0.1720647234	0.0116136433	0.0594476285	-0.0662640923	0.1672789552	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0072777362721865	-0.0001513860291027	2.2917729807483583e-08	5.296544524749905e-05	0.0431978010519031	-0.0045842622913738	2.1015460756112644e-05	0.0018660500157198	0.0438208805306601	-4.2862469271598425e-05	0.0019202695704823	1.837191272058719e-09	-0.0008693438419691	0.00025086043132	7.557587155695954e-07	6.293095600210659e-08	0.0010101367334753	-0.0003091183850134	9.55541759533544e-08	1.0203762203161493e-06	-0.0003100615909786	0.0001446997970274	9.613819020018067e-08	2.0938031259799688e-08	0.0	0.0	0.0
910.171469055495	1.9126558769110036	3.658252503482199	828412.1030826379	1063.269751283544	4.943892665163276	1130542.5639945697	24.442074684655235	847.7751929587164	1.4331714434157448	718722.7777961888	2.0539803862223693	851.4080766587496	752.7163017583448	1.144054	20.569929	0.1007757034602358	0.0496796047973535	-0.0296581136	-0.0138914852	0.1567137619	-0.0343471163	0.0517423964	0.0398525334	0.005092283	-0.0075687118	0.0376245748	0.0848873603	0.0805255961	-0.0488442858	0.1246019287	-0.0061077162	-0.098020055	0.086189427	-0.1811442782	-0.1063266835	-0.0731508663	-0.0353389305	-0.1121419016	0.0497279254	-0.1963357683	0.0036580129	-0.0461921935	0.0195668053	0.0435995843	-0.012228416	0.1927470683	-0.0006335348	-0.0085478279	0.099525912	0.0181273742	0.1328040059	0.0523735136	0.1102959153	-0.1088679205	-0.0392053086	0.1269359534	-0.0164881119	0.0036719846	0.0446601721	-0.034051166	0.0952227056	-0.0784793552	0.1147609609	-0.004631294	-0.0704770035	0.0791523235	-0.0108886484	-0.0508489104	-0.0002255671	-0.0977774168	0.0698774235	-0.0601832235	0.2188717004	-0.0224186634	0.0265067608	0.11751373	-0.023221798	-0.1477999954	0.0271913547	-0.0623108009	-0.0125517629	0.0122000981	-0.1129783858	-0.0579460715	0.0630846118	0.1947422331	0.0195544498	0.0388899441	0.0095017728	-0.054871336	0.0024770453	-0.1092799147	0.0846607887	0.2186012835	-0.0101789832	0.0615337735	0.0317596048	-0.0367135784	-0.0743328534	-0.0050656226	-0.0402160884	-0.1265193406	0.1290160768	-0.0242794695	0.0428659376	-0.0307262705	-0.060396872	0.0005256716	0.1125401805	0.1046706965	0.0471512527	-0.0648853169	-0.0021881775	0.0938500614	-0.0206436925	-0.0393072287	-0.1543400816	0.1035060431	0.0917194019	-0.0665912099	0.0572383526	-0.1085932161	0.0592807543	0.0770444346	0.1274991577	0.002763745	-0.0642587346	0.1515605006	0.0682946319	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0049882087076866	0.0122659449798731	0.0001504534062492	2.4882226111440423e-05	0.0330389170213862	-0.0101588840305169	0.0001032029247454	0.001091570037946	0.0071566301617593	-0.0366642503689008	5.121735527220295e-05	0.0013442672551134	-0.0006539675528656	0.0002153762891035	4.276735602010213e-07	4.638694590799442e-08	0.0005925357461946	-0.0004176009872807	1.7439058457781545e-07	3.510986105183914e-07	-0.0001093063857439	0.0002007552052347	1.1947885964394264e-08	4.030265242882653e-08	0.0	0.0	0.0
911.9694916388768	1.798022583381794	3.23288521035094	831688.3536800713	1062.7676863811423	-0.5020649024017985	1129475.155215926	0.2520691662237274	848.0210575799049	0.2458646211885025	719139.7140989404	0.0604494119521658	851.1952759257963	771.5644389573918	1.214941	21.844475	0.0828267888041807	0.0503819507910086	-0.0772468247	0.0016817649	0.0957759948	0.0353834168	-0.1871895564	0.0775456805	-0.068866759	-0.0185988926	0.2733638622	-0.0361149993	0.033878552	-0.0947830202	-0.0876508629	0.0495324231	-0.0991038301	0.0604175969	-0.0369998346	0.1655230013	-0.0348342017	0.1757370602	-0.1087837362	-0.1705518912	-0.0708601849	0.0712867626	-0.0015368826	-0.1041768978	0.0924223244	-0.1378601151	0.0166753495	-0.042883297	0.0388649026	-0.0548060887	0.0192465405	0.059205702	0.115955905	0.0616429924	0.1762757389	-0.0844664906	-0.0474338757	-0.1120583312	-0.0556332053	0.0220470729	0.0244955219	-0.0302050599	-0.0376740204	0.1551264497	0.1593643199	-0.0021542449	0.0160008583	0.0686064273	-0.0761844877	0.0404870631	-0.1057658323	0.0576619928	-0.1639957824	-0.0605166763	0.1593368128	0.1685200679	-0.0710925	-0.1294684444	0.0615972113	0.0914542795	-0.03790369	0.1384739603	0.1271791427	0.0034624988	-0.0044310131	0.0041960936	-0.0058906143	0.0128461084	0.0038736923	-0.1309990819	-0.061435211	-0.2048814239	-0.136560592	-0.0094635666	0.0505511345	0.0530048882	-0.040123184	0.10050896	0.0598407785	0.0157208463	-0.020288142	0.0248996519	-0.0431759656	0.14017536	0.0144334775	0.0437560002	-0.0558090344	-0.0639766724	-0.0482484742	0.2042427087	-0.0757116385	-0.153193078	-0.0087123195	0.2165290256	-0.0585880088	-0.2004161007	-0.0127905583	-0.0390470588	0.0841295654	-0.2616833552	-0.1639690359	0.0808488246	-0.0604366496	0.0293242047	0.0964018252	-0.0185237224	-0.0348420568	-0.0780960701	-0.0596738156	0.0400827821	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0049990022138075	1.0793506120899792e-05	1.1649977438190127e-10	2.4990023133652288e-05	0.0079038161937887	-0.0251351008275974	0.0006317732936134	6.247031042519648e-05	-0.035931771449043	-0.0430884016108022	0.0012910921994662	0.0018566103533737	-0.0007569165811368	-0.0001029490282712	5.729227107998219e-07	1.059850242198434e-08	0.0005811084266043	-1.1427319590300022e-05	1.3058363301885468e-10	3.376870034705251e-07	-0.0002867798950756	-0.0001774735093316	8.224270821957213e-08	3.1496846514509e-08	0.0	0.0	0.0
912.396670424949	0.4271787860722043	0.182481715270122	832467.684202533	1064.7622259015868	1.9945395204445049	1133718.5977069018	3.978187898614995	848.3775789393748	0.3565213594698662	719744.516447035	0.1271074797582415	852.0531573033059	780.2130327127701	1.208606	21.730568	0.0982043901395504	0.0501331339969776	-0.1349046933	0.0042299663	-0.0005082293	-0.1830891478	0.0087403842	0.0858821265	-0.0231515139	0.0578425585	-0.0246848828	0.1554976932	-0.1375382505	-0.0867662685	-0.1752399923	0.089001707	-0.1000445552	-0.0248451994	-0.0913919741	0.0872368572	-0.0932051702	-0.0212826956	-0.0280450118	0.1120477109	0.1837178023	-0.0939507018	0.0777494041	-0.0552999091	0.0780955634	0.0642547864	-0.1761860229	0.1723751189	0.1045062069	0.1295866935	0.0115360009	0.0831554328	-0.1252854765	0.0316141467	-0.0612024521	-0.0213069855	-0.0053179123	0.1207267257	0.1787752494	-0.2041874335	0.0418349787	0.0025635763	-0.0165949181	0.0402349275	-0.0354694224	0.1106306762	-0.1218748734	0.0329117869	0.0204035133	0.0870703606	-0.0931614511	-0.0311090016	-0.0761364933	0.051006906	0.0389008432	0.0233771806	0.1373081404	0.1574020868	0.2142610822	-0.0406886808	0.1137168596	-0.0286766841	0.0491748624	0.0651610106	-0.0718971485	-0.1028483697	0.0531521727	-0.1265268558	-0.019481875	0.0720330768	0.0991755538	0.1674935407	-0.0041812811	-0.0572846876	-0.0721543864	0.1183342625	-0.0293491223	-0.092681819	-0.1207955547	-0.0443178858	-0.2354424577	-0.0775442858	0.0393847112	0.0377796433	-0.0213711011	0.0312710092	-0.058920205	-0.0878532333	-0.0259901674	0.1500412208	-0.0081968435	-0.0611480979	-0.0489041532	-0.1188463771	-0.0657927283	-0.0999845508	-0.0176150788	-0.0379114426	0.0220692934	0.0066386695	-0.0855462051	-0.0510441117	0.1293047784	-0.1289494271	0.0977588446	0.1653467941	0.0506561448	-0.0389514742	0.0900106346	-0.1269701765	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0182783706809743	0.0132793684671668	0.0001763416268867	0.0003340988347511	0.0427842748246547	0.034880458630866	0.0012166463942995	0.0018304941722715	-0.0434825926600552	-0.0075508212110122	0.0018907358644402	5.701490096067174e-05	-0.0002850260502495	0.0004718905308873	8.12398493208305e-08	2.226806731410978e-07	0.0005809867378911	-1.216887131999219e-07	1.4808142920252838e-14	3.3754558960534177e-07	9.108272193400848e-05	0.0003778626170096	8.29606223490791e-09	1.4278015733335005e-07	0.0	0.0	0.0
910.4268544246156	-1.969816000333367	3.880175075169343	828877.0572575002	1058.4563326863847	-6.305893215202104	1120329.8082039107	39.764289241531934	847.9594191806908	-0.4181597586839416	719035.1765772545	0.1748575837826123	851.1053350353363	770.0701395079147	1.190999	21.414	0.0526016491495316	0.0283144130865418	-0.1187733987	-0.0286728372	0.099929335	0.0085441802	0.1025100919	0.1018410967	0.1167065643	-0.14487204	-0.045454081	-0.1000611075	-0.0208685437	0.0222175568	-0.1208534987	0.1149572787	-0.0321885201	-0.0772361843	-0.1046103395	0.0886409026	-0.0313564166	-0.0885149082	0.1652907791	-0.1268394761	-0.044051947	-0.0967831751	0.0105064727	0.0896597316	0.0003787246	-0.0517690421	-0.0280116341	-0.0753404814	-0.0077299315	-0.0776052121	0.2334656185	0.0948667023	0.1839065449	-0.0760083914	0.0987023851	0.0629027568	-0.0264128546	0.0063625132	0.0152745008	0.0090820905	0.0652211676	0.0936281191	0.0095575899	0.0087867793	-0.0447761915	-0.1604016086	-0.0225875061	-0.0335121186	0.0287296186	0.1097494886	-0.0319154274	-0.08529213	-0.1583709219	0.0203121539	-0.0690540654	-0.0561391683	-0.1343192081	-0.0620402549	0.0087356619	-0.0142679987	0.1563840729	-0.1316984953	-0.0116924801	0.0198100399	-0.0357555165	-0.0678159079	-0.0724696667	0.0580672236	0.0060594182	-0.0877822836	-0.1716744046	-0.1982766507	-0.0714598536	0.1330966126	-0.0512649479	-0.0574516741	0.1562812295	-0.0890303367	-0.0351584289	-0.0977118998	0.0363851359	-0.0120351302	0.0326844118	-0.0661258612	-0.0041155205	0.0214763088	-0.0667635547	-0.1030907577	0.0498127753	0.0167088917	-0.0365272353	-0.0286761451	-0.1109875155	-0.0195525518	-0.028460008	0.2996185142	-0.0569008716	-0.0286883242	0.0003585994	-0.0389249362	0.011047797	-0.0501053072	0.0236100016	-0.1990524146	0.1282471346	-0.0498016079	-0.2257347893	0.1122035667	0.0904618257	-0.0391491536	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0020159383014402	-0.0162624323795341	0.0002644667068989	4.064007235213599e-06	0.0261000595116911	-0.0166842153129636	0.0002783630406093	0.0006812131065138	-0.0420246108787267	0.0014579817813284	0.0017660679195083	2.125710874685823e-06	-0.0003959532389628	-0.0001109271887133	1.5677896744513224e-07	1.2304841195836073e-08	0.000581032172908	4.5435016899947514e-08	2.064340760698516e-15	3.37598385954192e-07	-0.0001618850478499	-0.0002529677697839	2.620676871736441e-08	6.399269254944452e-08	0.0	0.0	0.0
